event_time,user_id,event_type,transaction_category,miles_amount,platform,utm_source,country
4/13/2025,u_0065,miles_earned,shopping,868,android,google,PH
5/16/2025,u_0084,miles_earned,ecommerce,112,ios,facebook,PH
5/15/2025,u_0057,reward_search,shopee,,android,organic,TH
6/3/2025,u_0012,miles_earned,ecommerce,80,web,facebook,PH
5/4/2025,u_0083,miles_earned,dining,551,web,facebook,PH
4/14/2025,u_0018,reward_search,apple,,ios,google,PH
6/5/2025,u_0034,miles_earned,ecommerce,81,web,facebook,MY
4/11/2025,u_0085,reward_search,apple,,web,facebook,ID
5/25/2025,u_0033,miles_earned,shopping,1116,android,google,TH
5/28/2025,u_0054,miles_earned,ecommerce,80,ios,referral,ID
4/10/2025,u_0055,miles_earned,dining,493,ios,facebook,MY
5/8/2025,u_0016,miles_redeemed,hotel,1038,android,referral,ID
5/6/2025,u_0043,miles_earned,ecommerce,102,ios,referral,ID
4/25/2025,u_0075,miles_earned,dining,542,android,organic,MY
5/5/2025,u_0089,miles_earned,ecommerce,109,web,tiktok,TH
4/8/2025,u_0057,like,,,web,organic,TH
3/23/2025,u_0031,miles_redeemed,flight,2364,web,facebook,PH
4/25/2025,u_0005,miles_earned,dining,453,ios,tiktok,ID
4/24/2025,u_0084,miles_earned,dining,511,ios,facebook,PH
5/12/2025,u_0055,miles_earned,dining,570,android,facebook,MY
3/27/2025,u_0032,miles_earned,shopping,935,web,google,SG
3/8/2025,u_0096,miles_earned,dining,404,ios,facebook,MY
3/9/2025,u_0022,reward_search,lululemon,,android,facebook,SG
4/3/2025,u_0040,miles_redeemed,hotel,1132,web,tiktok,MY
5/7/2025,u_0095,miles_earned,dining,484,android,facebook,MY
4/25/2025,u_0062,miles_earned,ecommerce,88,ios,facebook,MY
4/24/2025,u_0080,miles_earned,dining,411,ios,organic,MY
5/20/2025,u_0032,miles_earned,ecommerce,87,web,google,SG
3/30/2025,u_0099,miles_redeemed,hotel,853,ios,facebook,SG
4/8/2025,u_0065,miles_earned,ecommerce,88,ios,google,PH
4/1/2025,u_0090,miles_earned,ecommerce,83,android,google,MY
5/31/2025,u_0005,miles_earned,dining,524,web,tiktok,ID
5/12/2025,u_0050,like,,,web,tiktok,SG
3/18/2025,u_0081,miles_earned,dining,575,android,organic,TH
5/19/2025,u_0050,miles_earned,ecommerce,104,android,tiktok,SG
4/14/2025,u_0012,share,,,ios,facebook,PH
5/15/2025,u_0012,miles_earned,dining,402,web,facebook,PH
5/26/2025,u_0082,miles_earned,ecommerce,89,ios,tiktok,SG
3/9/2025,u_0063,miles_earned,ecommerce,93,web,organic,MY
3/26/2025,u_0036,miles_redeemed,flight,2023,web,google,SG
3/16/2025,u_0013,miles_earned,dining,453,ios,organic,PH
3/10/2025,u_0079,reward_search,shopee,,web,referral,SG
4/30/2025,u_0053,miles_earned,ecommerce,86,android,tiktok,TH
5/10/2025,u_0046,miles_earned,dining,408,android,google,SG
3/12/2025,u_0040,reward_search,apple,,ios,tiktok,MY
5/13/2025,u_0085,share,,,ios,facebook,ID
4/13/2025,u_0054,share,,,ios,referral,ID
3/28/2025,u_0007,reward_search,apple,,android,facebook,PH
3/27/2025,u_0028,miles_earned,shopping,1038,web,referral,SG
5/24/2025,u_0048,miles_earned,dining,406,web,facebook,SG
3/12/2025,u_0008,miles_earned,dining,528,web,google,SG
4/22/2025,u_0019,miles_earned,ecommerce,83,android,facebook,SG
4/2/2025,u_0052,like,,,web,referral,SG
5/20/2025,u_0033,miles_earned,shopping,1006,android,google,TH
5/12/2025,u_0079,miles_earned,ecommerce,109,ios,referral,SG
4/5/2025,u_0058,miles_redeemed,flight,2129,ios,google,SG
4/30/2025,u_0085,miles_redeemed,hotel,1035,ios,facebook,ID
5/7/2025,u_0063,miles_earned,dining,532,web,organic,MY
4/5/2025,u_0047,share,,,web,organic,TH
4/4/2025,u_0009,miles_earned,dining,520,ios,google,TH
3/20/2025,u_0012,reward_search,lululemon,,web,facebook,PH
5/6/2025,u_0027,miles_earned,ecommerce,92,android,tiktok,SG
3/27/2025,u_0042,miles_earned,shopping,948,web,tiktok,PH
4/3/2025,u_0091,miles_earned,dining,454,web,facebook,ID
3/13/2025,u_0075,miles_earned,shopping,1082,ios,organic,MY
6/1/2025,u_0099,miles_earned,ecommerce,114,android,facebook,SG
5/26/2025,u_0027,miles_earned,ecommerce,86,web,tiktok,SG
5/28/2025,u_0020,miles_earned,dining,453,web,facebook,TH
5/3/2025,u_0061,like,,,ios,referral,PH
4/15/2025,u_0043,miles_earned,ecommerce,115,android,referral,ID
4/21/2025,u_0083,miles_earned,shopping,956,web,facebook,PH
6/3/2025,u_0002,miles_redeemed,flight,2236,web,facebook,TH
5/31/2025,u_0058,miles_earned,ecommerce,113,web,google,SG
5/7/2025,u_0008,miles_earned,dining,579,web,google,SG
5/17/2025,u_0060,miles_earned,ecommerce,90,android,organic,PH
4/5/2025,u_0025,share,,,android,google,ID
4/14/2025,u_0032,miles_earned,dining,560,android,google,SG
3/21/2025,u_0048,miles_earned,dining,433,web,facebook,SG
4/10/2025,u_0071,miles_earned,ecommerce,106,web,facebook,TH
5/14/2025,u_0012,miles_earned,dining,457,ios,facebook,PH
4/19/2025,u_0091,miles_earned,ecommerce,105,ios,facebook,ID
5/23/2025,u_0087,miles_earned,ecommerce,112,ios,organic,SG
4/3/2025,u_0035,miles_earned,ecommerce,119,android,organic,SG
5/10/2025,u_0034,miles_earned,shopping,1030,web,facebook,MY
5/19/2025,u_0072,miles_earned,ecommerce,87,web,referral,ID
5/29/2025,u_0060,miles_earned,ecommerce,91,android,organic,PH
4/27/2025,u_0067,miles_earned,dining,435,ios,referral,MY
6/2/2025,u_0063,like,,,android,organic,MY
4/27/2025,u_0025,miles_earned,dining,409,android,google,ID
3/19/2025,u_0088,reward_search,apple,,android,google,ID
3/29/2025,u_0050,miles_earned,ecommerce,112,web,tiktok,SG
3/26/2025,u_0018,miles_earned,ecommerce,100,android,google,PH
5/5/2025,u_0011,share,,,ios,referral,PH
5/29/2025,u_0034,reward_search,apple,,ios,facebook,MY
5/23/2025,u_0090,miles_redeemed,flight,2127,ios,google,MY
3/16/2025,u_0040,miles_redeemed,hotel,971,web,tiktok,MY
5/12/2025,u_0099,miles_earned,ecommerce,93,ios,facebook,SG
3/25/2025,u_0047,miles_redeemed,hotel,1051,android,organic,TH
4/1/2025,u_0045,miles_earned,ecommerce,99,ios,google,ID
5/7/2025,u_0060,miles_earned,dining,589,ios,organic,PH
5/1/2025,u_0027,share,,,ios,tiktok,SG
5/25/2025,u_0065,miles_earned,ecommerce,100,ios,google,PH
3/24/2025,u_0025,miles_earned,shopping,884,web,google,ID
5/15/2025,u_0026,miles_earned,shopping,1194,ios,tiktok,MY
5/12/2025,u_0059,miles_redeemed,flight,1664,android,referral,SG
4/27/2025,u_0092,miles_earned,ecommerce,111,android,referral,ID
4/20/2025,u_0082,miles_redeemed,flight,1775,ios,tiktok,SG
5/25/2025,u_0085,miles_redeemed,flight,2224,ios,facebook,ID
4/6/2025,u_0063,miles_earned,shopping,836,web,organic,MY
6/1/2025,u_0014,reward_search,apple,,android,tiktok,ID
3/9/2025,u_0083,share,,,android,facebook,PH
5/31/2025,u_0038,miles_earned,dining,454,android,tiktok,TH
6/2/2025,u_0021,miles_earned,shopping,1115,web,facebook,PH
3/18/2025,u_0026,miles_redeemed,flight,2143,web,tiktok,MY
6/5/2025,u_0081,miles_redeemed,hotel,1186,ios,organic,TH
4/19/2025,u_0051,miles_redeemed,hotel,881,ios,facebook,SG
3/29/2025,u_0011,reward_search,apple,,web,referral,PH
5/1/2025,u_0018,miles_earned,shopping,1175,ios,google,PH
3/26/2025,u_0052,miles_earned,ecommerce,109,ios,referral,SG
5/29/2025,u_0018,miles_earned,ecommerce,116,android,google,PH
4/26/2025,u_0095,miles_earned,ecommerce,114,ios,facebook,MY
5/16/2025,u_0071,miles_redeemed,hotel,1155,android,facebook,TH
4/11/2025,u_0003,miles_earned,ecommerce,111,ios,organic,MY
4/24/2025,u_0056,reward_search,apple,,web,facebook,PH
4/9/2025,u_0028,reward_search,shopee,,ios,referral,SG
3/31/2025,u_0050,miles_earned,dining,560,android,tiktok,SG
4/23/2025,u_0073,miles_earned,shopping,1187,ios,facebook,ID
4/21/2025,u_0041,miles_earned,dining,556,web,google,MY
3/16/2025,u_0061,reward_search,apple,,web,referral,PH
6/4/2025,u_0048,miles_earned,dining,557,ios,facebook,SG
4/19/2025,u_0040,miles_earned,shopping,1153,ios,tiktok,MY
5/22/2025,u_0056,miles_earned,shopping,845,web,facebook,PH
5/29/2025,u_0002,like,,,android,facebook,TH
4/10/2025,u_0013,share,,,android,organic,PH
4/14/2025,u_0090,miles_earned,shopping,1151,ios,google,MY
4/27/2025,u_0042,miles_earned,shopping,1137,android,tiktok,PH
3/27/2025,u_0092,miles_earned,dining,445,android,referral,ID
3/20/2025,u_0082,share,,,android,tiktok,SG
3/31/2025,u_0084,share,,,web,facebook,PH
5/30/2025,u_0019,share,,,ios,facebook,SG
4/28/2025,u_0092,miles_redeemed,flight,2086,web,referral,ID
4/14/2025,u_0084,miles_earned,ecommerce,108,android,facebook,PH
3/21/2025,u_0056,miles_earned,shopping,1011,ios,facebook,PH
4/6/2025,u_0043,miles_earned,dining,544,android,referral,ID
4/11/2025,u_0031,reward_search,apple,,ios,facebook,PH
5/21/2025,u_0022,miles_earned,ecommerce,117,android,facebook,SG
4/21/2025,u_0069,miles_redeemed,flight,2079,web,referral,TH
5/5/2025,u_0065,miles_earned,ecommerce,99,android,google,PH
5/8/2025,u_0054,miles_earned,dining,432,web,referral,ID
3/31/2025,u_0091,miles_earned,ecommerce,83,ios,facebook,ID
5/20/2025,u_0000,reward_search,lululemon,,web,facebook,MY
6/2/2025,u_0006,miles_earned,dining,568,ios,organic,MY
5/4/2025,u_0030,miles_earned,ecommerce,92,android,facebook,SG
4/21/2025,u_0055,miles_earned,shopping,1022,web,facebook,MY
3/23/2025,u_0050,reward_search,apple,,ios,tiktok,SG
5/18/2025,u_0098,miles_earned,ecommerce,103,ios,facebook,MY
3/23/2025,u_0076,reward_search,lululemon,,web,organic,TH
5/11/2025,u_0035,share,,,ios,organic,SG
4/20/2025,u_0018,miles_earned,shopping,828,web,google,PH
5/29/2025,u_0080,miles_earned,dining,454,ios,organic,MY
4/25/2025,u_0003,share,,,ios,organic,MY
5/4/2025,u_0058,miles_earned,shopping,1067,web,google,SG
3/13/2025,u_0057,miles_earned,dining,432,android,organic,TH
3/10/2025,u_0061,miles_redeemed,flight,2200,web,referral,PH
5/23/2025,u_0046,reward_search,lululemon,,android,google,SG
5/31/2025,u_0023,reward_search,lululemon,,web,google,TH
5/7/2025,u_0032,miles_redeemed,flight,1764,web,google,SG
5/15/2025,u_0069,like,,,ios,referral,TH
4/13/2025,u_0010,miles_redeemed,flight,2172,ios,tiktok,MY
5/22/2025,u_0068,miles_earned,ecommerce,82,android,organic,TH
3/28/2025,u_0048,miles_redeemed,hotel,851,ios,facebook,SG
5/10/2025,u_0072,like,,,ios,referral,ID
3/8/2025,u_0020,reward_search,shopee,,web,facebook,TH
4/22/2025,u_0079,miles_earned,dining,548,web,referral,SG
4/10/2025,u_0062,miles_earned,ecommerce,83,android,facebook,MY
5/2/2025,u_0047,miles_earned,ecommerce,118,web,organic,TH
5/6/2025,u_0080,reward_search,apple,,android,organic,MY
5/2/2025,u_0091,miles_earned,ecommerce,93,ios,facebook,ID
4/20/2025,u_0094,miles_redeemed,flight,2093,web,organic,ID
4/20/2025,u_0053,miles_earned,shopping,1192,android,tiktok,TH
3/8/2025,u_0033,miles_earned,dining,465,android,google,TH
4/26/2025,u_0058,miles_earned,ecommerce,118,ios,google,SG
3/8/2025,u_0099,like,,,android,facebook,SG
4/24/2025,u_0003,miles_earned,ecommerce,87,ios,organic,MY
4/1/2025,u_0012,miles_redeemed,flight,2284,web,facebook,PH
6/3/2025,u_0037,miles_earned,dining,484,ios,google,TH
3/9/2025,u_0002,reward_search,shopee,,web,facebook,TH
5/20/2025,u_0043,reward_search,lululemon,,android,referral,ID
5/7/2025,u_0016,miles_earned,dining,461,web,referral,ID
5/19/2025,u_0016,miles_redeemed,hotel,1074,ios,referral,ID
5/28/2025,u_0050,share,,,ios,tiktok,SG
3/17/2025,u_0039,like,,,ios,google,SG
3/16/2025,u_0067,miles_earned,shopping,877,web,referral,MY
3/21/2025,u_0015,miles_earned,shopping,1138,web,organic,SG
3/25/2025,u_0090,reward_search,lululemon,,web,google,MY
4/24/2025,u_0053,reward_search,apple,,android,tiktok,TH
5/20/2025,u_0000,share,,,ios,facebook,MY
3/31/2025,u_0065,share,,,web,google,PH
4/12/2025,u_0008,like,,,web,google,SG
4/10/2025,u_0076,miles_redeemed,hotel,1071,android,organic,TH
4/13/2025,u_0087,miles_earned,shopping,1042,ios,organic,SG
4/27/2025,u_0095,miles_earned,shopping,1130,ios,facebook,MY
6/4/2025,u_0018,miles_earned,shopping,828,ios,google,PH
3/28/2025,u_0093,miles_earned,ecommerce,91,ios,referral,MY
5/8/2025,u_0050,miles_earned,shopping,958,ios,tiktok,SG
5/23/2025,u_0075,reward_search,apple,,ios,organic,MY
5/5/2025,u_0087,miles_earned,shopping,987,android,organic,SG
5/24/2025,u_0025,reward_search,apple,,android,google,ID
5/15/2025,u_0016,miles_earned,shopping,1005,web,referral,ID
3/16/2025,u_0043,miles_earned,shopping,1115,web,referral,ID
4/10/2025,u_0042,miles_earned,ecommerce,116,android,tiktok,PH
4/26/2025,u_0021,miles_earned,shopping,1078,web,facebook,PH
3/12/2025,u_0054,miles_earned,ecommerce,87,ios,referral,ID
3/8/2025,u_0041,miles_earned,ecommerce,108,android,google,MY
3/23/2025,u_0036,miles_earned,shopping,1099,ios,google,SG
4/21/2025,u_0090,share,,,android,google,MY
4/15/2025,u_0035,miles_redeemed,hotel,1187,web,organic,SG
5/17/2025,u_0006,miles_redeemed,flight,2013,android,organic,MY
4/27/2025,u_0022,miles_earned,ecommerce,91,web,facebook,SG
5/24/2025,u_0089,miles_earned,shopping,1097,web,tiktok,TH
3/16/2025,u_0035,reward_search,lululemon,,android,organic,SG
4/24/2025,u_0014,miles_earned,ecommerce,94,ios,tiktok,ID
3/11/2025,u_0012,miles_earned,ecommerce,115,web,facebook,PH
3/26/2025,u_0076,miles_earned,ecommerce,87,android,organic,TH
5/24/2025,u_0089,miles_earned,ecommerce,80,android,tiktok,TH
5/26/2025,u_0089,miles_earned,ecommerce,99,web,tiktok,TH
4/19/2025,u_0058,reward_search,apple,,web,google,SG
3/12/2025,u_0024,reward_search,lululemon,,ios,facebook,MY
3/14/2025,u_0031,miles_earned,shopping,1014,ios,facebook,PH
5/30/2025,u_0089,miles_earned,ecommerce,95,web,tiktok,TH
5/27/2025,u_0025,miles_redeemed,flight,1729,web,google,ID
4/27/2025,u_0070,miles_earned,shopping,978,android,google,PH
3/10/2025,u_0082,miles_earned,ecommerce,88,web,tiktok,SG
5/30/2025,u_0009,miles_earned,dining,463,android,google,TH
4/5/2025,u_0066,reward_search,shopee,,android,referral,PH
6/2/2025,u_0036,miles_redeemed,flight,2304,android,google,SG
4/29/2025,u_0079,miles_earned,dining,590,web,referral,SG
5/14/2025,u_0093,reward_search,shopee,,ios,referral,MY
5/11/2025,u_0056,like,,,android,facebook,PH
4/12/2025,u_0024,miles_earned,ecommerce,94,android,facebook,MY
3/14/2025,u_0069,miles_earned,dining,539,ios,referral,TH
3/22/2025,u_0010,reward_search,apple,,android,tiktok,MY
3/29/2025,u_0047,miles_earned,shopping,1053,web,organic,TH
5/21/2025,u_0094,miles_earned,dining,537,ios,organic,ID
4/11/2025,u_0000,reward_search,shopee,,web,facebook,MY
5/27/2025,u_0075,like,,,ios,organic,MY
4/6/2025,u_0053,miles_earned,dining,451,android,tiktok,TH
5/14/2025,u_0095,miles_earned,shopping,1168,ios,facebook,MY
3/20/2025,u_0045,reward_search,apple,,android,google,ID
6/4/2025,u_0095,miles_earned,ecommerce,96,ios,facebook,MY
5/12/2025,u_0073,miles_earned,dining,485,ios,facebook,ID
4/21/2025,u_0000,miles_earned,shopping,1071,android,facebook,MY
6/3/2025,u_0087,miles_earned,shopping,1005,ios,organic,SG
3/12/2025,u_0079,miles_earned,shopping,1143,ios,referral,SG
4/16/2025,u_0008,miles_redeemed,hotel,1010,ios,google,SG
5/22/2025,u_0008,reward_search,shopee,,ios,google,SG
4/7/2025,u_0027,miles_earned,dining,585,ios,tiktok,SG
5/16/2025,u_0043,share,,,web,referral,ID
6/1/2025,u_0020,miles_redeemed,flight,2370,android,facebook,TH
4/12/2025,u_0045,miles_redeemed,hotel,832,ios,google,ID
5/16/2025,u_0067,miles_earned,ecommerce,112,web,referral,MY
3/10/2025,u_0094,miles_earned,dining,490,ios,organic,ID
4/1/2025,u_0069,miles_earned,dining,565,ios,referral,TH
6/5/2025,u_0051,reward_search,shopee,,web,facebook,SG
4/21/2025,u_0003,reward_search,shopee,,android,organic,MY
4/8/2025,u_0041,miles_earned,ecommerce,82,ios,google,MY
5/31/2025,u_0098,miles_earned,ecommerce,98,ios,facebook,MY
4/15/2025,u_0083,reward_search,lululemon,,android,facebook,PH
5/8/2025,u_0099,miles_earned,shopping,1091,ios,facebook,SG
5/6/2025,u_0014,share,,,web,tiktok,ID
3/15/2025,u_0014,miles_earned,ecommerce,103,web,tiktok,ID
5/2/2025,u_0047,miles_earned,ecommerce,89,android,organic,TH
5/18/2025,u_0098,miles_earned,ecommerce,106,web,facebook,MY
5/11/2025,u_0032,reward_search,lululemon,,android,google,SG
3/15/2025,u_0005,miles_earned,shopping,1177,ios,tiktok,ID
3/21/2025,u_0081,reward_search,lululemon,,web,organic,TH
5/10/2025,u_0022,reward_search,apple,,android,facebook,SG
5/3/2025,u_0014,miles_earned,dining,437,android,tiktok,ID
5/13/2025,u_0066,miles_redeemed,hotel,914,android,referral,PH
4/5/2025,u_0002,miles_earned,dining,543,ios,facebook,TH
3/17/2025,u_0046,miles_earned,shopping,1158,ios,google,SG
3/8/2025,u_0062,miles_earned,shopping,819,web,facebook,MY
4/4/2025,u_0010,reward_search,lululemon,,android,tiktok,MY
4/9/2025,u_0024,miles_earned,ecommerce,107,web,facebook,MY
4/1/2025,u_0048,miles_earned,dining,454,web,facebook,SG
3/19/2025,u_0020,miles_earned,shopping,1180,ios,facebook,TH
3/24/2025,u_0019,miles_redeemed,hotel,980,android,facebook,SG
4/17/2025,u_0079,miles_earned,shopping,893,ios,referral,SG
4/26/2025,u_0001,miles_earned,ecommerce,87,android,organic,SG
4/13/2025,u_0032,miles_redeemed,hotel,1062,web,google,SG
3/10/2025,u_0055,miles_redeemed,hotel,1171,web,facebook,MY
4/8/2025,u_0032,miles_earned,dining,551,android,google,SG
3/16/2025,u_0021,miles_earned,dining,405,web,facebook,PH
4/30/2025,u_0008,miles_redeemed,flight,1941,android,google,SG
4/6/2025,u_0062,miles_earned,shopping,1074,web,facebook,MY
4/11/2025,u_0015,miles_earned,dining,464,web,organic,SG
4/3/2025,u_0097,share,,,web,tiktok,MY
4/11/2025,u_0073,reward_search,apple,,ios,facebook,ID
3/15/2025,u_0070,miles_earned,ecommerce,80,ios,google,PH
5/27/2025,u_0079,share,,,web,referral,SG
5/28/2025,u_0070,miles_redeemed,hotel,936,web,google,PH
6/3/2025,u_0000,miles_redeemed,flight,1671,android,facebook,MY
4/28/2025,u_0009,miles_redeemed,flight,2188,web,google,TH
3/23/2025,u_0007,miles_earned,ecommerce,90,android,facebook,PH
4/11/2025,u_0014,share,,,web,tiktok,ID
3/20/2025,u_0095,miles_earned,dining,405,ios,facebook,MY
4/3/2025,u_0057,miles_earned,dining,536,ios,organic,TH
4/21/2025,u_0088,miles_earned,ecommerce,93,web,google,ID
3/13/2025,u_0082,reward_search,shopee,,web,tiktok,SG
4/15/2025,u_0016,miles_earned,ecommerce,109,android,referral,ID
4/14/2025,u_0026,miles_earned,shopping,966,ios,tiktok,MY
4/20/2025,u_0038,share,,,web,tiktok,TH
3/14/2025,u_0070,miles_redeemed,flight,2104,ios,google,PH
3/30/2025,u_0071,miles_earned,dining,406,android,facebook,TH
3/30/2025,u_0086,like,,,web,facebook,PH
5/3/2025,u_0065,miles_redeemed,hotel,867,ios,google,PH
4/30/2025,u_0088,miles_redeemed,flight,2308,web,google,ID
3/25/2025,u_0053,miles_redeemed,flight,1608,web,tiktok,TH
3/17/2025,u_0006,miles_earned,shopping,1053,web,organic,MY
4/4/2025,u_0088,miles_redeemed,hotel,1102,web,google,ID
6/1/2025,u_0044,miles_redeemed,flight,2262,ios,organic,SG
4/6/2025,u_0080,miles_earned,shopping,1170,android,organic,MY
5/2/2025,u_0001,miles_earned,dining,527,ios,organic,SG
5/19/2025,u_0034,miles_redeemed,hotel,911,android,facebook,MY
4/6/2025,u_0094,miles_earned,dining,516,ios,organic,ID
4/6/2025,u_0013,like,,,android,organic,PH
5/20/2025,u_0062,reward_search,lululemon,,web,facebook,MY
5/24/2025,u_0087,reward_search,apple,,web,organic,SG
6/3/2025,u_0004,miles_earned,dining,542,web,facebook,SG
3/20/2025,u_0007,reward_search,lululemon,,ios,facebook,PH
4/5/2025,u_0097,miles_redeemed,flight,2049,android,tiktok,MY
6/1/2025,u_0015,reward_search,shopee,,ios,organic,SG
3/25/2025,u_0089,miles_earned,dining,444,web,tiktok,TH
4/5/2025,u_0020,miles_earned,dining,583,android,facebook,TH
6/2/2025,u_0022,miles_earned,shopping,1171,ios,facebook,SG
6/3/2025,u_0081,share,,,ios,organic,TH
4/3/2025,u_0036,miles_earned,ecommerce,82,web,google,SG
5/9/2025,u_0065,share,,,web,google,PH
4/21/2025,u_0045,share,,,android,google,ID
4/28/2025,u_0037,miles_earned,ecommerce,103,web,google,TH
3/29/2025,u_0070,miles_earned,dining,447,ios,google,PH
4/10/2025,u_0013,like,,,ios,organic,PH
5/20/2025,u_0035,miles_earned,shopping,1115,web,organic,SG
4/12/2025,u_0081,reward_search,apple,,android,organic,TH
3/18/2025,u_0083,miles_earned,shopping,1060,android,facebook,PH
4/27/2025,u_0057,miles_earned,shopping,1132,android,organic,TH
4/30/2025,u_0044,like,,,android,organic,SG
4/25/2025,u_0047,miles_earned,ecommerce,87,web,organic,TH
5/8/2025,u_0040,miles_earned,ecommerce,98,web,tiktok,MY
4/26/2025,u_0045,share,,,web,google,ID
6/1/2025,u_0026,miles_earned,ecommerce,86,web,tiktok,MY
4/18/2025,u_0066,miles_earned,ecommerce,108,web,referral,PH
5/10/2025,u_0003,share,,,web,organic,MY
4/16/2025,u_0069,reward_search,shopee,,android,referral,TH
4/3/2025,u_0057,share,,,ios,organic,TH
5/9/2025,u_0004,miles_redeemed,flight,2299,android,facebook,SG
5/20/2025,u_0083,share,,,web,facebook,PH
5/18/2025,u_0054,miles_earned,shopping,1029,ios,referral,ID
4/13/2025,u_0034,miles_redeemed,hotel,833,android,facebook,MY
4/21/2025,u_0032,like,,,android,google,SG
5/3/2025,u_0049,reward_search,apple,,web,referral,MY
3/29/2025,u_0086,miles_earned,ecommerce,111,android,facebook,PH
5/6/2025,u_0048,miles_redeemed,flight,2278,android,facebook,SG
5/11/2025,u_0005,miles_earned,dining,573,web,tiktok,ID
5/17/2025,u_0009,miles_earned,ecommerce,117,ios,google,TH
3/14/2025,u_0082,miles_earned,dining,401,ios,tiktok,SG
6/5/2025,u_0077,reward_search,lululemon,,android,facebook,SG
4/19/2025,u_0040,miles_earned,shopping,1057,ios,tiktok,MY
4/12/2025,u_0088,miles_earned,ecommerce,80,web,google,ID
4/22/2025,u_0002,share,,,ios,facebook,TH
5/29/2025,u_0022,miles_earned,dining,599,android,facebook,SG
5/9/2025,u_0009,miles_earned,ecommerce,102,android,google,TH
4/25/2025,u_0084,miles_earned,ecommerce,100,web,facebook,PH
5/18/2025,u_0048,share,,,ios,facebook,SG
4/9/2025,u_0087,reward_search,apple,,ios,organic,SG
5/27/2025,u_0057,share,,,web,organic,TH
4/25/2025,u_0071,miles_earned,dining,590,android,facebook,TH
5/4/2025,u_0003,miles_earned,shopping,1159,web,organic,MY
3/15/2025,u_0096,miles_earned,shopping,812,web,facebook,MY
5/16/2025,u_0065,reward_search,shopee,,ios,google,PH
5/6/2025,u_0069,miles_earned,shopping,1033,web,referral,TH
4/8/2025,u_0003,miles_redeemed,hotel,855,ios,organic,MY
5/5/2025,u_0026,share,,,ios,tiktok,MY
3/11/2025,u_0026,miles_earned,ecommerce,119,android,tiktok,MY
6/4/2025,u_0095,miles_earned,ecommerce,96,android,facebook,MY
5/7/2025,u_0050,miles_redeemed,hotel,963,web,tiktok,SG
4/12/2025,u_0024,miles_earned,shopping,1191,android,facebook,MY
5/14/2025,u_0064,miles_earned,ecommerce,119,android,tiktok,ID
6/2/2025,u_0053,miles_earned,ecommerce,103,web,tiktok,TH
4/15/2025,u_0076,miles_earned,ecommerce,87,ios,organic,TH
3/8/2025,u_0089,reward_search,lululemon,,ios,tiktok,TH
3/31/2025,u_0076,reward_search,apple,,ios,organic,TH
4/22/2025,u_0029,reward_search,shopee,,ios,referral,ID
4/23/2025,u_0030,reward_search,shopee,,android,facebook,SG
4/29/2025,u_0030,miles_earned,shopping,1085,android,facebook,SG
4/28/2025,u_0028,miles_earned,ecommerce,106,web,referral,SG
4/16/2025,u_0084,reward_search,apple,,ios,facebook,PH
4/12/2025,u_0065,miles_earned,ecommerce,95,android,google,PH
5/16/2025,u_0026,miles_earned,dining,448,web,tiktok,MY
4/29/2025,u_0053,miles_earned,shopping,1109,web,tiktok,TH
4/21/2025,u_0035,reward_search,apple,,android,organic,SG
4/7/2025,u_0032,miles_earned,shopping,834,web,google,SG
3/10/2025,u_0015,like,,,android,organic,SG
3/17/2025,u_0092,miles_earned,ecommerce,81,android,referral,ID
4/14/2025,u_0008,miles_earned,dining,562,web,google,SG
6/2/2025,u_0014,miles_earned,shopping,1120,web,tiktok,ID
3/18/2025,u_0088,miles_earned,ecommerce,112,web,google,ID
5/31/2025,u_0067,miles_earned,dining,418,ios,referral,MY
3/20/2025,u_0061,miles_earned,shopping,808,android,referral,PH
4/4/2025,u_0077,miles_earned,shopping,906,android,facebook,SG
4/17/2025,u_0039,like,,,ios,google,SG
3/26/2025,u_0028,share,,,ios,referral,SG
4/20/2025,u_0047,miles_redeemed,hotel,1023,web,organic,TH
4/19/2025,u_0052,miles_earned,dining,542,web,referral,SG
4/16/2025,u_0035,miles_earned,shopping,1152,android,organic,SG
5/9/2025,u_0035,miles_earned,ecommerce,80,ios,organic,SG
4/5/2025,u_0017,reward_search,lululemon,,android,google,PH
4/3/2025,u_0031,reward_search,lululemon,,ios,facebook,PH
5/19/2025,u_0066,miles_earned,shopping,976,ios,referral,PH
3/18/2025,u_0058,share,,,web,google,SG
5/23/2025,u_0018,miles_earned,dining,528,android,google,PH
5/5/2025,u_0079,miles_earned,ecommerce,107,web,referral,SG
5/7/2025,u_0072,miles_redeemed,flight,1967,web,referral,ID
3/22/2025,u_0034,share,,,android,facebook,MY
6/4/2025,u_0051,miles_redeemed,flight,2307,ios,facebook,SG
3/29/2025,u_0004,miles_earned,ecommerce,105,ios,facebook,SG
3/23/2025,u_0092,miles_earned,shopping,820,web,referral,ID
3/22/2025,u_0076,miles_earned,dining,452,android,organic,TH
4/27/2025,u_0035,share,,,android,organic,SG
6/2/2025,u_0098,miles_redeemed,flight,1802,android,facebook,MY
3/28/2025,u_0095,reward_search,lululemon,,android,facebook,MY
4/13/2025,u_0047,miles_earned,ecommerce,101,web,organic,TH
3/24/2025,u_0036,miles_earned,dining,522,android,google,SG
5/4/2025,u_0061,share,,,ios,referral,PH
4/15/2025,u_0001,like,,,ios,organic,SG
3/10/2025,u_0068,like,,,web,organic,TH
